鸚鵡熱	 鸚鵡熱是由鸚鵡熱披衣菌所引起的一種細菌性人畜共通傳染病，又稱為飼鳥病。鸚鵡熱披衣菌是種絕對細胞內寄生性的細菌，廣泛分布於全世界的鳥類、哺乳動物、爬蟲類和兩棲類之中，除了人以外，鸚鵡熱披衣菌還可以感染綿羊、牛和山羊，引起全身性的疾病。鸚鵡熱無特別季節變化，一年四季皆可發生。可能在家庭、寵物店、鳥類飼養者、鳥類展示會及鴿舍中爆發。 
亨德拉病毒及立百病毒感染症	 亨德拉病毒感染症是由亨德拉病毒所引起的疾病；立百病毒感染症是由立百病毒所引起的疾病，這兩種疾病是近年來確認的新興病毒性人畜共通傳染病。亨德拉病毒及立百病毒感染症的名稱，是以病毒被發現的地點命名。亨德拉病毒感染症在1994年澳洲的Hendra發現，立百病毒感染症則是1999年在馬來西亞的立白新村發現。這兩種新興疾病完整的病程目前還不清楚，其症狀可由輕微的發燒、頭痛和喉嚨痛到昏迷，嚴重者甚至死亡。1994年澳洲昆士蘭有3人因接觸感染亨德拉病毒的馬而致病，1998-1999年間馬來西亞有265人因接觸感染立百病毒的豬隻感染而致病，其中105個病例死亡。2001至2004年，在孟加拉也爆發數次立百病毒疫情，並被懷疑可能有人傳人的感染。 
第二型豬鏈球菌感染症	 第二型豬鏈球菌感染症是由豬鏈球菌所引起的人畜共通傳染病。豬鏈球菌是一種被廣泛發現於全世界許多養豬地區的細菌，主要感染人類眷養的豬隻，有時也會從野豬、馬、狗、貓和鳥身上發現，而一般可造成人類生病的是第二型豬鏈球菌。自1960年代在丹麥發現第一個人類病例後，許多國家都有零星的病例，亞洲地區如中國、香港及泰國就爆發過流行。但該第二型豬鏈球菌感染症通常不會造成大規模的流行。通常是健康的成年人感染豬鏈球菌，但免疫功能較差的病患如脾臟切除患者、糖尿病患者、酗酒人士、惡性腫瘤患者，較容易受到感染。飼養豬隻人士、屠宰工作人員、負責處理及運送肉類的人士、售賣鮮肉人士及廚師也是感染豬鏈球菌的高風險職業。 
病毒性腸胃炎	 腸胃炎係指胃、小腸或大腸的發炎，會導致病患嘔吐或腹瀉。有多種不同的病毒可導致病毒性腸胃炎，最常見的是輪狀病毒、諾羅病毒及腺病毒。台灣諾羅病毒及輪狀病毒主要流行季節為11月到隔年3月間，而腺病毒則一整年內都會發生。輪狀病毒、腺病毒、沙波病毒及星狀病毒好發於5歲以下的兒童，輪狀病毒更是引起嬰兒和5歲以下幼童腹瀉最常見的原因；而諾羅病毒則是任何年齡層皆可能受到感染。諾羅病毒的爆發流行好發於學校、醫院、軍營、收容及安養機構等人口密集機構，但也常發生在餐廳、大型遊輪、宿舍和露營地等地方。 
沙門氏菌感染症	 沙門氏菌感染症為食因性感染的疾病，亦為人畜共通傳染病，主要因食入遭受動物糞便污染的食物而感染。沙門氏菌感染症屬全球分布，在已開發國家（除非有很好的通報系統）大部分的臨床病例沒有被通報，通報率低於1%，病例最常發生於嬰兒和五歲以下小孩。大部分的發生原因是食物來源遭受污染，少數是因帶菌者污染食物，或人與人直接糞口接觸引致。此病較易發生在7月-10月，氣候溫暖的季節，目前在世界許多國家的發生率有增加的趨勢。 
疥瘡感染症	 疥瘡是由人疥蟎所引起，疥蟎會寄生在皮膚表層，特別在皮膚皺摺處及柔軟的地方，包括手指間、腳趾縫、肩胛骨、手腕、手肘、腋下、腰部、乳頭、陰莖、臀部等。免疫力較差、年長、失能、或身體虛弱的人，可能會感染較嚴重的結痂型疥瘡（挪威疥；Crusted / Norwegian Scabies），患者身上會出現厚痂皮的疹子，裡面含有大量的疥蟎及蟲卵，傳染力較強。由於患者身上的疥蟎可能會掉落在衣服、床鋪及傢俱上，因此感染挪威疥的患者必須儘速進行治療，避免造成流行。 
頭蝨感染症	 頭蝨為寄生性昆蟲，只寄生於人類，並以血液為食，一天中吸食人類多次血液。頭蝨通常寄生在靠近頭皮的髮根中，特別是耳朵周圍或頸背的毛髮，偶爾也會在眉毛或睫毛中發現頭蝨。頭蝨為爬行移動，不會跳也不會飛，與感染者的頭對頭近距離接觸為最常見的傳染方式。截至目前尚無科學證據顯示頭蝨會傳播疾病。 
李斯特菌症	 李斯特菌症是由李斯特桿菌所引起的疾病。李斯特菌廣泛分布在環境裡的土壤、水、腐爛的植物與哺乳類動物的糞便中，5％健康的成人糞便中可已分離出李斯特菌，雖然李斯特菌絕大部份病患都不會引起併發症，但是孕婦或免疫功能不全的病患，是敗血症和腦膜腦炎併發症的高危險群。目前衛生署食品藥物管理局針對李斯特桿菌所引起的食品中毒案件進行監測，但近10年國內不曾發現李斯特桿菌引起的食品中毒事件。 
隱球菌症	 隱球菌症是由隱球菌所引起的一種亞急性或慢性酵母菌型真菌感染。隱球菌症無特別季節變化，一年四季皆可發生。最常侵犯中樞神經系統，造成腦膜炎，其次是發生在肺、皮膚黏膜、骨、前列腺、泌尿道、眼睛或其他器官。隱球菌最早於1894 年，在義大利的桃子汁分離出來，可在25℃及37℃中生長。在台灣鴿子及其他鳥類糞便中調查發現，隱球菌大多屬於Grubii變異型(A血清型)。 
CRE抗藥性檢測	 一、 檢測目的carbapenem類抗生素屬於強力的廣效性β-lactam類藥物，通常被視為治療多重抗藥性細菌的最後防線；但近年來革蘭氏陰性菌，尤其是腸道菌(Enterobacteriaceae)，對carbapenem類抗生素產生抗藥性(carbapenem-resistant Enterobacteriaceae, CRE)的比例日增，因此受到國際間的高度關注。為協助醫療機構確認藥敏試驗結果及檢測是否帶有NDM-1基因等，並收集國內菌株了解相關抗藥性機制，故提供此通報項目。二、 通報方式（一） 採志願通報。（二） 倘醫療院所於病患臨床檢體分離出CRE，，需協助鑑定或進行抗藥性基因檢測者，可經由傳染病通報系統之「其他傳染病」項下「CRE抗藥性檢測」辦理通報及送驗。三、 送驗條件（一）對carbapenem類抗生素(doripenem、imipenem、meropenem或ertapenem等)任一種不具感受性(nonsusceptible)之腸道菌(Enterobacteriaceae)。因某些細菌本身即對imipenem不具感受性(nonsusceptible)，則需以其他carbapenem類(如：doripenem、meropenem或ertapenem)進行藥敏試驗。且 （二）對以下任一第三代頭孢子菌素類 (third-generation cephalosporins)具有抗藥性: ceftriaxone, cefotaxime, and ceftazidime。 四、 檢體採集運送（一） 醫療院所應將臨床檢體所分離出具carbapenem抗藥性之腸道菌純化菌株，以cary-blair拭子沾滿一圈後，置入cary-blair保持輸送培養基，以採檢箱立即送至疾病管制局昆陽實驗室。（二） 運送檢體應於常溫（22℃-35℃）儘速送驗。（三） 本菌抗藥性高，採檢時應謹慎操作，避免污染環境。（四） 菌株驗出NDM-1基因等陽性約須5-7天。
VISA/VRSA抗藥性檢測	 一、 檢測目的金黃色葡萄球菌是社區和醫療機構內常見的病原菌，可能造成溫和的皮膚或軟組織感染，也可能引發菌血症、心內膜炎等致死性疾病。早期常用半合成的盤尼西林類抗生素(如methicillin, oxacillin等)來治療金黃色葡萄球菌的感染，但自1970年代之後，對這類抗生素產生抗藥性的金黃色葡萄球菌(methicillin-resistant Staphylococcus aureus, MRSA)比例日益增加，並已成為全球性的問題，台灣和日本等亞洲國家都是屬於MRSA高比例的國家。而萬古黴素(vancomycin)為治療MRSA感染最後一線藥物，為避免未來發生無藥可用的窘境，國際間相當重視對vancomycin感受性降低之金黃色葡萄球菌的擴散，包括VISA(vancomycin-intermediate Staphylococcus aureus)及VRSA(vancomycin-resistant Staphylococcus aureus)。為協助醫療機構確認藥敏試驗結果，並收集國內菌株了解相關抗藥性機制，故提供此通報項目。二、 通報方式（一） 採志願通報。（二） 倘醫療院所於病患臨床檢體分離出VISA/VRSA，需協助鑑定或進行抗藥性基因檢測者，可經由傳染病通報系統之「其他傳染病」項下「VISA/VRSA抗藥性檢測」辦理通報及送驗。三、 送驗條件對vancomycin感受性降低之金黃色葡萄球菌，即MIC≧2μg/mL。註：CLSI之M100-S21標準(Jan. 2011)，S. aureus/Vancomycin Breakpoints Susceptible:≦2 μg/ml (VSSA)、Intermediate: 4-8 μg/ml (VISA)、Resistant:≧16 μg/ml (VRSA)。四、 檢體採集運送VISA/VRSA相關檢體之採集運送，請參考「防疫檢體採檢手冊」。
肺囊蟲肺炎	 肺囊蟲肺炎是一種由人類肺囊蟲（Pneumocystis jirovecii）所引起的肺部感染症，常見於早產兒及營養不良的嬰兒，成人則常見於癌症、使用免疫抑制劑或HIV感染者而導致後天免疫不全的病人身上。1909年Chagas在研究錐蟲（trypanosome）時發現肺囊蟲， Dr. Carini也約在同時於受感染的老鼠身上發現這個病原，起初兩人都認為發現了一新型的錐蟲，一直到數年後Delanoes 才確認這是一種以肺部為主要感染部位的新病原體，將之命名為卡氏肺囊蟲（Pneumocystis carinii），後來為了與感染老鼠的肺囊蟲做區別，更名為人類肺囊蟲（Pneumocystis jirovecii）。一開始因為形態學上的類似，此病原體被歸類為原蟲，1988年後以核酸及生化的分析結果發現其實更接近於黴菌。 
淋巴絲蟲病	 人類感染血絲蟲（filariae）引起的病症稱為淋巴絲蟲病（lymphatic filariasis），又稱為象皮病（elephantiasis）。血絲蟲（filariae）是一種微小、線狀的寄生蟲，會經由病媒叮咬吸血時而進入人體。可感染人類的主要有班氏絲蟲（Wuchereria bancrofti）、馬來絲蟲（Brugia malayi）以及帝汶絲蟲（Brugia timori）等三種，其中約有九成的病例為感染班氏絲蟲。班氏絲蟲分布於全世界的熱帶地區，馬來絲蟲分布於亞洲地區，帝汶絲蟲分布於東南亞 (印度、印尼、馬來西亞及泰國)。全球有54個國家約9.5億人仍受淋巴絲蟲病威脅。在2000年，全球有超過1.2億淋巴絲蟲病病例，其中約4千萬人因此病而外觀受損或失能。臺灣本島和金門、澎湖的居民在1960年之前有感染淋巴絲蟲病的風險，但自1958年起，經由執行長期的防治計畫，淋巴絲蟲病病例數逐年下降。目前臺灣已無淋巴絲蟲病病例。 
